,user_name,screen_name,user_location,user_description,user_verified,date,text,hashtags,source
202,Shehzad Younis,shehzadyounis,Thinkstan,CEO. HALKAR AI Economy. Ahead of the S-Curve. Imagination makes us Infinite. Article Tweets not Opinion always,False,2022-07-11 21:16:32+00:00,"White House said it believes Russia is turning to Iran to provide it with “hundreds” of unmanned aerial vehicles, including weapons-capable drones, for use in its ongoing invasion of Ukraine.

So? 

West is also supplying Weapons to Ukraine.
 https://t.co/EiRwyt7d9i",,Twitter for Android
203,Jim (Fully VAX + boosted & wearing a 😷) Smith.,TheJimJSmith,"Florida, USA",SCOTUS = Kangaroo court. Putin = War Criminal. Register Republican & vote against Q-Nuts in Primary races. PhotoShop I post is fake. It's humor.Я не совсем кот.,False,2022-07-11 21:16:32+00:00,"@laurenboebert Hunter Biden isn't on the ballot. 

Hunter Biden isn't a WH employee. 

Hunter Biden isn't any more relevant to this discussion than your husband's overcoat that won't stay closed. 

But you know who IS relevant to a discussion of decency? Trump. 

https://t.co/LxUGGNomfU",,Twitter Web App
204,Puppies Resisting in a Red State.Wear your MASK.🐶,gaj724,"Florida, Florida, Florida ",☮️ 🌻🌈 💉💉💉💉😷👮‍♀️⚖️ Resisting since I was tear gassed protesting the Vietnam War/Nixon at 14 years old. Retired cop. Pacifist. Vegetarian 53 years. 🇺🇦,False,2022-07-11 21:16:31+00:00,"EVERYTHING. If Biden magically stopped the war in the Ukraine, had Russia pay for all the damage today. The GOP &amp; Fox would say it’s too soon or why didn’t he do it sooner. tRump changes his makeup and tie,   babbles in Russian word salad they are ecstatic. 😱 https://t.co/KpNVK2pTIE",,Twitter for iPhone
205,Lindsey Boylan,LindseyBoylan,"New York, NY","Mom. Whistleblower. Urban Planner + Progressive. Fighting for women, affordable housing, climate justice + mental health. “not nice”. doughnut lover. She/her",True,2022-07-11 21:16:31+00:00,"As discussed, Biden should pass the baton. And he should telegraph that plan the sooner the better. https://t.co/ZSl9wTytcO",,Twitter for iPhone
206,Twizted Dream,Twizted_Dream,"Venice Beach, Los Angeles","Healing the world, one heart, one mind, one soul at a time. If you can't conversate without being abusive, blocked.
LONG REPLIES, 🚫DMs,Veteran US Army 92Y.",False,2022-07-11 21:16:31+00:00,"@BooBibity @Mollyploofkins I do understand Biden's confusion though, because Dems have historically tried to be bi partisan, and work to find a middle ground that suits both sides. 

This though seems to be completely regressive, and is undoing things we've enjoyed for 50 plus years.",,Twitter for Android
207,Cecilia Glennon,CeciliaGlennon,"Get A Warrant, USA",I am what I tweet. #bitcoin,False,2022-07-11 21:16:30+00:00,They are done with Biden. (No need to give them a click. They don't deserve it.) https://t.co/cedH7xxn6X,,Twitter Web App
208,Dustin Powers,GeneralCas73,,,False,2022-07-11 21:16:30+00:00,"@BruinJustine @AP It's been going up around the world and Biden doesn't control prices here or elsewhere. Oil companies do and have made record profit since beginning of the year (around the world). If you believe in free market, then stop complaining.",,Twitter Web App
209,Paul Douglas,DouglasPaul1962,"Atlanta, GA","Retired Pilot, Conservative #VoteRED2022",False,2022-07-11 21:16:29+00:00,@POTUS Oh snap.  https://t.co/7hFbTn5vZi https://t.co/zAQ6YC4Nci,,Twitter for iPhone
210,Flower Goblin,FrumpyGoblin,,dirt respecter. colors enjoyer,False,2022-07-11 21:16:29+00:00,@TheHummingVoid Joe Biden is dropping one in 15min check out NASA YouTube channel live,,Twitter for Android
211,James,_JamesThe1st,,"Never Trust Brandon, Pray for Closeness,
A Prior Account Was Suspended By Twitter Requesting That I Lie With An Admission To Reinstate.",False,2022-07-11 21:16:29+00:00,Remember Joe Biden and their Media telling you this is not Hunter's laptop.  Whose is it now? https://t.co/MFBd3ahrFc,,Twitter Web App
212,Von Don,VonKnight,DC,"USAF Aircraft Tech Vet
Car Enthusiast & Consultant
Graphic/Clothing Designer
シンプレックス•カルテル® | Smplx•Cartel®
BMW e30 325is
BMW e39 540i
BMW e46 330i
BMW e46 m3",False,2022-07-11 21:16:29+00:00,"Nah. Don't romanticize this Hunter Biden shit like he living his best life. Yall got to read these articles with the receipts, emails, and texts. Dude is a dirtbag. 

Just because he's the son of a Dem/Pres doesn't mean he's good. Both parties can have shitty folk.",,Twitter for Android
213,npc antitakes,The2ndAmerican,United States,if you’ve gotten this far you’re probably offended,False,2022-07-11 21:16:29+00:00,"@cooltxchick If you thought biden was bad, boy do I have news for you. Look how much Gavin and aunt Nancy fucked up california. It’s a rotting hellhole now.",,Twitter for iPhone
214,egg but with a LECHONK,eddieyousuck,"Pennsylvania, USA",LRP 💕 hank the tank & lechonk stan account • $eddieyousuck,False,2022-07-11 21:16:29+00:00,wait i just watched the video did jill biden just call me a taco,,Twitter for iPhone
215,G,TrueNYJetGS,"ÜT: 40.896202,-73.796604","Proud husband and father to the loves of my life! 🥰Heavy Jets, Yankees, Knicks fan🤙🏻Sneakers and the gym😍Those who stand for nothing, fall for anything 🤙🏻",False,2022-07-11 21:16:29+00:00,@juice33nyc That’s the point my man… how dumb people who believe a president controls the gas prices in either way and don’t understand the nuances and just believe whatever Fox News/trump distorts as truth… Biden does not have any affect (+/-) on gas and shouldn’t be touted as having any,,Twitter for iPhone
216,🌻 Pippin Rides Again,PippinResists,"Pennsylvania, USA","“I am the last thing standing between you and the apocalypse.”   
 -  Hillary Clinton, 2016",False,2022-07-11 21:16:28+00:00,@RonJohnsonWI You had your chance to help. But you didn't. Biden's blame is justifiable. PS - You're really awful,,Twitter Web App
217,DefaultCMC,DefaultCMC,Discord,"The Communist Media Collective is a server seeking to pull communists 
from all over the internet to make communism mainstream in the US. Patsoc and trans.",False,2022-07-11 21:16:27+00:00,"@DrLeoMarvin5 @kingbullyo @jacksonhinklle https://t.co/wj8nz2qCKu
https://t.co/v5XplYEVcy
Here's proof that @jacksonhinklle opposed voting blue no matter who in 2020.

@kingbullyo is such a liar for trying to frame it like Jax was telling people to vote for Biden just bc Jax had severe criticisms of Trump.",,Twitter for Android
218,Proven Politics,PoliticsProven,,,False,2022-07-11 21:16:26+00:00,"@VentingIntoVoid @_OutbreakMonkey @mkolken Mr Outbreak Monkey is extremely wrong on his analysis. Biden did win fair and square whether Republicans like it or not! However, Biden is not doing a very good job with this country. Whether you liked Trump or hated him (I personally hated his attitude) he got stuff done.",,Twitter for iPhone
219,End White Guilt 🌎🏈🏈🇺🇸 ⚡⚡⚡🏆🏆,Big_crusher1000,"Washington, DC","Award-winning columnist, Freelance writer, author and, 
book writer. Enjoy fishing and avid poker player   Inquiries: broomble@gmail.com",False,2022-07-11 21:16:25+00:00,"@HoundTheLibs @TyefiaM @lavenlarose @notasoreloser @MarkJonLB @Mzhy_99 @CalvinE43701301 @Franz51632970 @_gawdy_ @ronquille_paul @retrogamingmom @8BrianVogel4 @Scott85023926 @Chcofrstdsugbmb @AFreeQueen @dia_izquierdo @ProGunOne1776 @KerridwinR @Davidpa97558507 @JaquePierre4 @chan_leeze @TheChicoSuave1 @keepitwilder @SpacesVector @SpeakerAoc @OriginalGoalie @balthsgirl @darth_logic @RealWmGClark @woodman4tb @TheLandomatic @Smilegreatday @T_WJackson @MarvinRJeffcoat @Quin4Trump @Julie_NoNumbers @Ajohnso50141696 @CallieM19373157 @Fueldog3 @BtchnMarilyn @realVioletBloom @mirandaisrisen @JackJackedMe @ssherow @dynamex @RussettRichard @JamesS33677101 @Charles900811 Should Hunter Biden be prosecuted?
Matt Gates is a small fish.
Why are you protecting Hunter Biden?",,Twitter for Android
220,Inflation is Biden's fault,PhillyToMaine,,"Conservative. #KAG
#Resist #NotMyPresident",False,2022-07-11 21:16:25+00:00,"@newscentermaine WOW, news about a shooting in gang infested LA, but still NOTHING on the Hunter Biden bombshells.",,Twitter Web App
221,DustESack,dust_sack,"North Fort Myers, FL",Retired US Army.,False,2022-07-11 21:16:25+00:00,@NASA @NASAWebb Are you really sure you want to let Biden view the very first image? He’s just going to confuse it with Hunters artwork. Just make sure you guys doctor up his image like the ones that come back from Mars.,,Twitter for iPhone
222,Michael J. Glem,michaeljglem,Here,"Husband, Father, Commander in Chief of https://t.co/lZmJrwGXnr, the content of which is music, philosophy, and a lot of anti-authoritarian rants.",False,2022-07-11 21:16:25+00:00,I heard a statistic that the average person commits five felonies a day. I'm willing to bet that most people commit zero and it's averaged out by Hunter Biden.,,Twitter for Android
223,Shuaib Olajuwon,jhaystweet,,"𝗕𝗜𝗚 𝗝𝗛𝗔𝗬
A Graphic designer & A Web Developer.
I’m also A Blogger & An SEO Expert.
Artist Mngmt @emaxee_oldest
I have so much love for Tech & Entmt.",False,2022-07-11 21:16:25+00:00,"Surrounded by Survivors of Gun Violence, Biden Calls for More Action https://t.co/NPyZKPcLYs",,WordPress.com
224,"RichC: nowhere else to go, my head is on th ground",RCownie,Brookline,"Boring Englishman in Brookline MA, he/him, writes software, plays fiddle, talks nonsense, superficial thought-stopping garbage.  I am not Kid Rock.",False,2022-07-11 21:16:24+00:00,"@nberlat I probably agree with you, but I'd suggest a possible counter-argument is that Dems might think they have a better chance in the critical few swing states and districts by keeping Biden out of the news, letting Jan6 committee show the GOP is terrible, and trusting the",,Twitter Web App
225,Jerseydeanne,jerseydeanne,Florida ,We post anons with opinions. You're allowed to have an opinion under the 1st amendment. Freedom is worth fighting for.,False,2022-07-11 21:16:24+00:00,"*BIDEN ADMINISTRATION SET TO EXTEND U.S. COVID-19 HEALTH EMERGENCY FRIDAY ——- Yeah, it’s going to be extended until 2024. Let’s go Pedo Peter! https://t.co/2bXN05pRIL",,Tumblr
226,60Ranchero-rusted,jmathishmc_jeff,FLORIDA,"Man, Retired Navy Chief, Pro Bono werewolf. Citizen of the Free State of Florida! Truth has sharp edges, and will cut you if mishandled.",False,2022-07-11 21:16:23+00:00,"@RudyUsed I expect nothing but mismanagement from the Biden administration. And boy, do they deliver!",,Twitter for iPad
227,id,chuchuganov,,,False,2022-07-11 21:16:23+00:00,"@DavMicRot ... if Joseph Biden somehow makes it to a second term, which may only happen if he starts a war but still very unlikely, then call me stupid",,Twitter for Android
228,Pain free Freb,Grand_handsomer,Where ever i feel like being ,"new to twitter, future crypto billionaire, proud hypocrite, expert in disguise, puts corn in spaghetti, pro waterboarding my very bad dogs, major liability",False,2022-07-11 21:16:22+00:00,@TeeMarieMags @Derrickcwordtom @ShawnSoloYo @bassinistic You’re gonna flip shit when cnn has to start reporting on hunter’s business ties to the Chinese company the Biden admin just sent a million barrels of oil from out strategic reserves to,,Twitter for iPhone
229,Callahan,anderson4HOF,,,False,2022-07-11 21:16:22+00:00,@lavern_spicer The Biden family POCKETS.,,Twitter Web App
230,President S RatFink,SharronRatFink9,,"Like Brown Stuff Through The Sewerage Pipe, 
So Are The Days Of Liberals Lives...
Joe is not my President. 
🚫DM’s or Dates🚫.
pronouns,  Scumbag, Moron, Idiot.",False,2022-07-11 21:16:21+00:00,"""Ex-FBI chief gave $100K to Biden grandkid trust as he sought 'future work': Hunter emails"" https://t.co/fq3AWIVYMv",,Twitter for Android
231,Jerome Nicolas,jeromenicolas76,,I'm the author of the book Conservatism is Un-American and Other Self-Evident Truths. I was raised on “Schoolhouse Rock” and recall the 1976 Bicentennial.,False,2022-07-11 21:16:20+00:00,"@DilfSucculent @Ingenium21 @katewillett @Trunembrak Centrists have zero principles or issues they will fight for. Politics is a team sport for them. But even from that infantile perspective, these shitty quislings have a long history of undermining the party. 

https://t.co/V8ynaQCWkK",,Twitter Web App
232,ManUtdFan,9ManUtdFan,,"South Asian heritage, born East Africa, raised in Europe. Legal U.S Citizen!",False,2022-07-11 21:16:19+00:00,"@vocem_meam @k8ryners @A13KCF1 LMAOROFL There's a SHORTAGE of both Rail and Trucking, hence supply cousin issues! And you keep harping on about not Biden! 
Open Keystone! If it doesn't matter then OPEN KEYSTONE!",,Twitter for Android
233,Billy Starr,starrfish9,,,False,2022-07-11 21:16:19+00:00,"@GeneforTexas Ask Biden, he never goes on vacation 🙄",,Twitter for iPhone
234,Societal Dreg of Dregs,MTGoldblum,,#MAGA #WalkAway #Blexit #VoteGOP #USA #Israel #BacktheBlue #1A #2A I FB patriots & unfollow those who do not FB. NO DMs.,False,2022-07-11 21:16:19+00:00,Border Agents Falsely Accused of Whipping Had Careers ‘Ruined’ by Biden: Union Chief https://t.co/pJtq5kKsYI via @epochtimes,,Twitter Web App
235,𝙳𝚘𝚗𝚗𝚒𝚎 𝙳𝚊𝚛𝚔𝚘,SanctusBerry,Vibin to the P3 Soundtrack,𝕎𝕙𝕪 𝔸𝕣𝕖 𝕐𝕠𝕦 𝕎𝕖𝕒𝕣𝕚𝕟𝕘 𝕋𝕙𝕒𝕥 𝕊𝕥𝕦𝕡𝕚𝕕 𝕄𝕒𝕟 𝕊𝕦𝕚𝕥? / 𝕋𝕙𝕖 𝟞’𝟚” 𝕕𝕨𝕒𝕣𝕗 / ℍ𝕒𝕝𝕠 𝕊𝕃𝔸𝕊𝕆 𝕄𝕒𝕤𝕥𝕖𝕣,False,2022-07-11 21:16:19+00:00,"Everything i’ve learnt about Hunter Biden has been against my will fr, i don’t wanna see anymore of that motherfucker’s life fr https://t.co/Yqy0YuonMM",,Twitter for iPhone
236,Steve Bunten,smbunten,"Aurora, CO","Former Reactor Operator on US nuclear subs (USS Tunny, SSN682 & USS Robert E Lee, SSBN 601G). Retired Computer Engineer (RPI class of '85)",False,2022-07-11 21:16:19+00:00,@bonchieredstate That ranks with the Biden administration's claim of saving us 18 cents or whatever it was on last year's 4th of July BBQ.,,Twitter Web App
237,"RedHotRage ( please,no lists!)",RedHotRage1,"Ohio, USA","Welcome to my Gay ole' Twitter Account!
I'm a happy & Carefree Nursing home employee who is #NeverTrump.
Agnostic & Vaxed,Stirring up good trouble since 2016",False,2022-07-11 21:16:19+00:00,"what position in government has Hunter Biden held..??..
None.
Nada..
Zilch.

Unlike Ivanka,The High Priestess of Grifting,he has no steak in the current Administration.
How many patents did HE Receive from The Chinese leader XI?..
Oh,right!.
That's Ivanka. https://t.co/fg8VwHpz9n",,Twitter for Android
238,Seriously America 🇺🇦🌻🤷‍♀️ #VoteBlue2022 🌊💙,IndivisibleInFL,United States,Meema of Cam born 4/20 & Bella Luna  8-2022 +kitties. 😻 tweets MO #BuildBackBetter❗️❤️gardening astronomy music cooking #WFPB #SF #Vote. 🌊💙Blue2022💙🌊,False,2022-07-11 21:16:19+00:00,Potus Biden by 3pts https://t.co/UZD9XHOfr6,,Twitter for iPhone
239,[kie.ran],danblackroyd,"Los Angeles, CA","I’m Kieran. Host of @YouStartedItPod. Writer. As a Golden Globe nominee, I feel it’s my duty to make the real globe a bit more golden https://t.co/ympoZb0xEF",False,2022-07-11 21:16:18+00:00,Potus Biden by 3pts https://t.co/UZD9XHOfr6,,Twitter for iPhone
240,MS Tracy Girl,girl_tracy,,,False,2022-07-11 21:16:18+00:00,"@bennyjohnson I dislike Biden, but I kiss my parents and grandparents like this. That was a whole different generation. I don't think this is so strange.  (Go ahead, send the hate stone-throwers, be careful in your glass houses.)",,Twitter for Android
241,StopWokeCulture,MkayUokay,United States,"GenX, Independent, don’t put up with 🤡’s, Vet, Sometimes type “your” when I mean “you’re” Biden is the WORST President and Donald Trump supports RINO’s",False,2022-07-11 21:16:18+00:00,"WTF?

The Biden Crime Family just won’t stop. 

👇🏽 https://t.co/Q4sCSnNNJz",,Twitter for iPad
242,Birdsonbranch,Birdsonbranch1,,New to Twitter,False,2022-07-11 21:16:18+00:00,"@mikesully97 @Fideli7a @SteveSchmidtSES Biden needed to hold the elite of the insurrection accountable.  He didn’t.  And they are planning to do it again.  He also needed to pass a voting rights act.  He didn’t.  And now, we are supposed to “just vote” when voter suppression is WAY worse than two years ago, and the",,Twitter for iPad
243,memeorandum,memeorandum,United States,"An auto-generated summary of the stories that US political commentators are discussing online right now.
Not human-edited, unlike @Techmeme or @mediagazer.",False,2022-07-11 21:16:17+00:00,"Hospitals Must Provide Abortions in Emergency Situations, Biden Administration Says (@_melaevans / Wall Street Journal)

https://t.co/MOLl4bOQIp
https://t.co/4WPFrOfB9D",,memeorandum
244,Anne Arbor,Anne_Arbor,"Near Albany, NY","Vegan; left-wing (and very fed-up) Dem; retired lawyer and law prof, lover of animals, art, Ireland, Yiddishkeit.",False,2022-07-11 21:16:17+00:00,"@richsignorelli Can we get a movement going, do you think, for Biden to replace Garland?",,Twitter Web App
245,Eric Olson,evilduck92,,,False,2022-07-11 21:16:16+00:00,"@ggreenwald I half agree.  Biden has been a drug warmonger.  It's far from the most relevant thing, but elites getting away with that while they jail whoever they like to for it is pretty messed up.",,Twitter Web App
246,RedGoatBleets,RedGoatBleats,Hell,he/him. leftcom. writer. peoples' rights lawyer. historian. goat. cedric robinson is correct,False,2022-07-11 21:16:15+00:00,"I know it isn't enough, but the executive orders Biden has issued are worthwhile. Through federal preemption, they will protect access to day-after contraception and emergency abortion care, no matter the state law. not ""great,"" but it's not nothing either.",,Twitter Web App
247,NJDemBidenBoom,NjDemBidenBoom,New Jersey,"Proud of Governor Murphy and President Biden.
NJ leads the country in Clean Energy! 
Best schools in the country!
Vaxxed, Boosted and still wearing a mask!",False,2022-07-11 21:16:15+00:00,Same Poll of 849 people have Biden beating Trump https://t.co/FXvYfa3Odq https://t.co/qg3WL0zVod,,Twitter Web App
248,123 INFO USA,123_INFO_USA,Etats-Unis,"Welcome to the 123 INFO (News) Twitter account.  here you can find all national news
| Group @GoNews_Off",False,2022-07-11 21:16:14+00:00,"Surrounded by Survivors of Gun Violence, Biden Calls for More Action
Source : New York Times 
https://t.co/lrKDCSvk8X",,Microsoft Power Platform
249,Flowerz,Loveflowrzz,,Don't forget to smell the MAGA flowerzzz. 🌸🌷🌻🌺🌹🌼🌸💐🌷🌻🌺,False,2022-07-11 21:16:14+00:00,"Surrounded by Survivors of Gun Violence, Biden Calls for More Action
Source : New York Times 
https://t.co/lrKDCSvk8X",,Twitter Web App
250,Black Boy Joy,FeetUp_Chillin,"Baton Rouge, LA",#SUAlum Ignant Saints fan. Geaux Jags. Geaux Tigers. Part time Poet. Music Nerd. Let me get these tweets off.,False,2022-07-11 21:16:14+00:00,I knew Hunter Biden was a wild boy but gahhh Lee,,Twitter for iPhone
251,Laura Austin,LAWNY14216,,"I'm a Christian, believe in God, a Deplorable, Pro Life and the Constitution. 

!!No DEMs!! !!No LIST!!",False,2022-07-11 21:16:14+00:00,So she thinks.. even the middle Dems don't want ole Joe to run again.  Biden probably meant that Harris will be the first to get canned. 🤡🤣 https://t.co/Nr53lvMb5b,,Twitter Web App
252,Thomaz Kennedy,CunningVet,"Chicago, IL","“Any intelligent fool can make things bigger, more complex, and more violent. It takes a touch of genius—and a lot of courage—to move in the opposite direction.",False,2022-07-11 21:16:14+00:00,"@LisaTyl45632940 @ArtistAJ17 Absolutely, after Huter, Jim, and Joe Biden explain their china affiliation. https://t.co/kZzaBE7kJU",,Twitter for iPhone
253,Lidiana Rodriguez,lidianare,,"Mother to 3 liberals, educator, former Republican. Hispanic, dual citizen UK/US. Born in PR. ""What hurts the victim most...the silence of the bystander."" Resist",False,2022-07-11 21:16:13+00:00,@ssimmons1187 @billscher We need to stay focused!!! #Biden💯,['Biden'],Twitter Web App
254,Joshua Sartore,JoshuaSartore33,,,False,2022-07-11 21:16:13+00:00,#WETHEPEOPLEHAVESPOKEN The Fourteenth Amendment's Equal Protection Clause WE DEMAND ONE OF TWO THINGS ARREST BIDEN AND HIS SON OR WE THE PEOPLE NO LONGER GET ARRESTED FOR DRUGS EITHER,['WETHEPEOPLEHAVESPOKEN'],Twitter Web App
255,LittleBlondage,LittleBlondage,,Freedom Loving Pornstar American Witch,False,2022-07-11 21:16:13+00:00,"@itsDevonTracey Right. And if Biden was my dad, I'd probably be pretty fucked up too....",,Twitter for Android
256,Walt Whitman Party,WhitmanParty,,"A political party dedicated to loving the earth, despising riches, devoting your income and labor to others, and taking your hat off to nothing know or unknown",False,2022-07-11 21:16:13+00:00,Imagine working your entire adult life for a job like Joe Biden and then getting it and just being absolutely terrible at it @POTUS,,Twitter for iPhone
257,DaveS,dave_swm,,"For the People, By the People....Future President of this Great Country!!!!!",False,2022-07-11 21:16:12+00:00,@lavern_spicer Biden sold it to China 🇨🇳!!🤣🤣,,Twitter for iPhone
258,Ben,blavadia50,Tx,,False,2022-07-11 21:16:12+00:00,Biden gun control speech interrupted by father of Parkland shooting victim https://t.co/BaOPhkLrTB #FoxNews,['FoxNews'],Twitter Web App
259,Conservative News Daily,ConservNewsDly,,Conservative News - All in one place,False,2022-07-11 21:16:12+00:00,"Democrat President Joe Biden was heckled Monday at a White House event that was held to celebrate his administration signing gun control legislation into law.#conservativenewsdaily #conservative #conservativenews #trump #republican

https://t.co/cK03YOAsWS",,Blog2Social APP
260,Andrew | 🧩 | 🇺🇦 NO TERFS IN UKRAINE SUPPORT,dayashappiness_,"Melbourne, Australia","""I don't need a ride, I need ammunition"" - Ukraine President Volodymyr Zelenskyy

☀️Zendaya☀️ 💖Selenator💖 💕Lovatic💕 😌Smiler😌 💚Dua💚 🔮Kylie🔮 ✨Carpenter✨",False,2022-07-11 21:16:11+00:00,"Democrat President Joe Biden was heckled Monday at a White House event that was held to celebrate his administration signing gun control legislation into law.#conservativenewsdaily #conservative #conservativenews #trump #republican

https://t.co/cK03YOAsWS",,Twitter Web App
261,NASA Watch,NASAWatch,"Reston, VA",Unofficial NASA News Coverage Since 1996. Edited by @KeithCowing,False,2022-07-11 21:16:11+00:00,Live at 5:30 pm EDT - first image from #JWST released by President Biden from the White House https://t.co/72b15x741t,['JWST'],TweetDeck
262,Jared Thorne,planetjared,"Los Angeles, CA",No one is born a racist asshole.,False,2022-07-11 21:16:11+00:00,"I am a borderline socialist at this point. However, I will vote for whomever the democratic nominee is in 2024. I hope to god it’s not Joe Biden or Kamala Harris. We need and deserve better. The admin is a train wreck.",,Twitter for iPhone
263,moon,lmlololnl,,,False,2022-07-11 21:16:11+00:00,@_OnceAnd_Twice_ @MegNumbers @getfiscal @tom_on_here “Democrats are going to win the midterms and Biden will get re-elected.” https://t.co/MoZW2GXEfW,,Twitter for iPhone
264,Sandi Harnish,sandiharnish,,,False,2022-07-11 21:16:11+00:00,"@TammyHelwig2 @hunterw 2. Great things for our nation. Sometimes picking policy makers over personality is necessary. I do not approve of everything he did or represented but I believe we were in a much better place under trump than Biden. Also, the media exploited trumps sins and failures, they have..",,Twitter for iPhone
265,GodFatherOfChaos☣️,godfatherofchao,"Scottsdale, AZ",USMC Veteran | YouTuber | CEO @chaos_nutrition | CEO @chaoscorps_official,False,2022-07-11 21:16:11+00:00,@DonaldWMelvin @TheLeoTerrell Russia hates Biden,,Twitter for iPhone
266,"Summoned Grandmother, Ph.D. 🌻🌻🌻",weavrmom,"Washington, USA","Justice, equality, democracy, healing and truth.
Science, spirituality, nature, yarn and manga.
#PunchNazis #UnpacktheCourts #BLM #EliminatetheElectoralCollege",False,2022-07-11 21:16:11+00:00,White House surrender monkeys need to let Biden be Biden on abortion public health emergency https://t.co/PQL8ta4I6Y,,Twitter Web App
267,Prince Vegeta,ItsPresh_Frince,,We back up * UNCC Graduate *,False,2022-07-11 21:16:10+00:00,Hunter Biden outta pocket man,,Twitter for iPhone
268,PurpleOlive,jerseycityjoan,,,False,2022-07-11 21:16:10+00:00,"@MarkSKrikorian Will the Biden administration still pretend it doesn't know why so many people are coming when they ""tell"" them not to?  Of course.  I am so disgusted.",,Twitter Web App
269,Josie Shawe,itswhatithinkok,,This is what I think! If you agree - great! If you disagree - great! After all everyone is entitled to their opinion and these are mine so there! :),False,2022-07-11 21:16:10+00:00,"@shawn_gowans @n5iln @MailOnline The story is about a crook, a so far unconvicted (hopefully that will change very soon) criminal, racist morally corrupt poor excuse for a human being who CHOSE TO RUN for high office to further line his filthy pockets. Hunter Biden is thrown into the mix every time the the truth",,Twitter for iPhone
270,emin esener,EsenerEmin,,,False,2022-07-11 21:16:10+00:00,"Istanbul's Most Reliable Aesthetic Clinic.
Norway Hunter Biden
📯 https://t.co/LQ5dLVi3M1",,Twitter for Android
271,John Townsend,JGTowns01061951,,,False,2022-07-11 21:16:09+00:00,"@GOPLeader Just guessing, but that investigation would run concurrently with the Biden Impeachment investigation.",,Twitter Web App
272,Random guy with an anime avatar,Thattallguyfsx,,I don't like overtime.,False,2022-07-11 21:16:09+00:00,"@YvieMitch @Working4All @leftrightleftr4 @stuartpstevens @POTUS The DNC needs to not sabotage a good candidate like Bernie again so they can install a center-right liberal. The younger generation and most working class people want someone that works for them, not the corporations like Biden and Trump. It’s absolutely the DNCs fault of they do",,Twitter for iPhone
273,"J. Mashak, M.Ed.🪬",jasonmashak,Great Moravia,"Mašak, Машак, etc. Bohunk, Dad to daughters, Epicurean Stoic, MarComms for IT, musician/poet, layman media analyst. RT/Like ≠ endorse",False,2022-07-11 21:16:09+00:00,Hunter Biden makes John McAfee look like a kindergarten teacher.,,Twitter for iPhone
274,Washington Institute,WashInstitute,"Washington, DC",Advancing a balanced and realistic understanding of American interests in the Middle East. (RT & Follows do not constitute endorsement.),True,2022-07-11 21:16:09+00:00,"This week, President Biden will be attending the #GCC+3 summit. Michael Eisenstadt explains that #Iran may see the president’s attendance at the summit as a tempting opportunity to scuttle a possible U.S.-#Gulf reset. https://t.co/ExcH7IrazR","['GCC', 'Iran']",Twitter Web App
275,tristan eldritch,tristaneldritch,Dublin,"Whatever you're for, I'm most likely against.
I am a Sagittarius, the most philosophical of all the signs.
Pronouns Available on Request.",False,2022-07-11 21:16:09+00:00,"If it's true, as the rumour mill is currently telling me, that Hunter Biden's nickname for his dad was ""Pedo Peter"", that raises a rather significant question: Why Peter?",,Twitter Web App
276,BlackXtian,BlackXtian,"SoCal, CA",Ye must be born again.,False,2022-07-11 21:16:09+00:00,"Hunter Biden is the hardest working coke fiend ever. He’s responsible for everything done wrong on foreign soil since 2017, apparently. 

And unlike Dave the dope fiend, Hunter takes showers.",,Twitter for iPhone
277,ミ★ 𝘊𝘭𝘪𝘷𝘦 ★彡,TechClive,,"🆃🆁🆄🆃🅷, 🅺🅽🅾🆆🅻🅴🅳🅶🅴 
        & 🅷🅴🅰🅻🆃🅷",False,2022-07-11 21:16:09+00:00,"@Cernovich I don't know why more independent journalists are not mentioning the incriminating evidence on the infamous laptop against the 'Big Man'.  Ok, Hunter is a crackhead pervert but it's a small issue compared to the international Biden Crime family - China &amp; Ukraine.",,Twitter Web App
278,Troy sanderson,countryboy66,USA,"Patriot love my country, my current government, not so much",False,2022-07-11 21:16:08+00:00,Biden Heckled By His Own Anti-2A Invitee https://t.co/HKHEwzN2h6 via @YouTube,,Twitter for iPhone
279,The Growling Panther,growlingpanther,The voting booth! ,"European-born, LEGALLY naturalized senior citizen addressing ageist stereotypes, gray politics and issues concerning all Americans. Please don't call me cougar!",False,2022-07-11 21:16:08+00:00,"Who is investigating Biden sending millions of US oil Strategic Reserve to a Chinese company tied to the CCP+the ever-present scoundrel Hunter Biden? Where are reporters+FBI looking into it? When dealing with that corrupt family, govt bloodhounds can't seem to find the trail.",,Twitter Web App
280,Kevin,KJ00355197,"Fuengirola, Spain",trump supporter love our country close borders to scroungers and low life’s only fools n horses 🇬🇧💪,False,2022-07-11 21:16:08+00:00,WATCH: Hunter Biden films himself weighing his ‘crack’ https://t.co/bNU0LWRrf4 via @YouTube,,Twitter for iPhone
281,Righteousrong,righteousrong,,,False,2022-07-11 21:16:07+00:00,@NoLieWithBTC I blame Biden,,Twitter Web App
282,Bone_crushings1!!,Bone_crushings1,,Weightlifting,False,2022-07-11 21:16:06+00:00,@JDCocchiarella As Biden sell our precious oil to China and Hunter profits,,Twitter for iPhone
283,ALL$IN,ALLIN01834897,,GET IT!,False,2022-07-11 21:16:06+00:00,@itsJeffTiedrich @realDonaldTrump Tell biden that soy boy,,Twitter for Android
